filename,LVB_75DPI
X650.366_2.938,0.239138608
X272.222_2.957,0.789903437
X272.222_2.809,0.803431297
X340.285_3.14,0.551598097
X734.57_3.377,0.864465532
X191.143_3.329,1
X622.408_3.044,0.018015496
X113.964_6.749,0.78001959
X173.132_3.332,0.645623794
X296.258_2.976,0.19787905
X324.326_3.469,0.200633187
X568.361_2.947,0.128404522
X319.3_3.156,0.56551298
X199.989_2.374,0.407280354
X678.471_3.228,1
X622.372_2.977,0.01035708
X334.311_3.335,0.921816736
X480.309_2.951,0.276938046
X502.294_2.879,0.156174742
X786.601_3.279,0.955954866
X650.402_3.006,0.56551298
X674.439_3.163,0.363753418
X184.074_0.312,0.245323788
X113.964_1.584,0.56551298
X175.148_3.322,0.832318996
X385.346_3.401,0.339434803
X113.964_1.491,0.56551298
X209.177_3.331,1
X387.192_2.843,0.990025691
X113.964_1.63,0.56551298
X786.601_3.393,0.914889721
X128.118_4.636,0.56551298
X113.964_1.401,0.56551298
X678.398_3.039,0.070177874
X660.424_3.08,0.425600239
X242.212_3.159,1
X694.429_3.054,0.234340163
X654.332_3.32,0.291258841
X416.337_2.79,0.747297478
X666.397_2.955,0.531227615
X414.14_2.772,0.645980665
X400.342_2.89,0.914889721
X212.165_2.546,0.747166004
X636.424_3.106,0.032070163
X801.313_2.768,0.407153547
X991.673_2.928,0.046503316
X800.313_2.771,0.816051868
X668.413_2.991,0.531227615
X313.016_2.379,0.989483339
X538.315_2.977,0.029290386
X429.191_2.885,0.396831039
X606.378_3.022,0.228334348
X680.45_3.157,0.773330004
X692.414_2.985,0.276938046
X256.227_3.448,1
X1022.625_3.326,0.822490513
X254.212_2.739,0.438477539
X230.175_2.591,0.816051868
X180.175_2.611,0.995097368
X446.218_2.884,0.103157988
X620.393_3.029,0.006149937
X313.144_3.062,0.56551298
X152.995_6.215,0.508644235
X397.379_3.191,0.56551298
X326.306_3.148,0.870173625
X790.558_3.336,0.276938046
X205.017_5.778,0.828542615
X172.133_3.109,0.56551298
X158.962_2.362,0.738273199
X652.383_2.943,0.025370146
X374.303_3.189,0.56551298
X172.134_2.343,0.870173625
X670.393_2.893,0.31423265
X510.356_2.983,0.050560266
X109.023_5.881,0.679961153
X242.212_2.78,1
X654.398_2.907,0.339434803
X149.082_4.832,0.870173625
X153.041_0.336,0.602854747
X254.212_2.792,0.851262662
X402.358_2.884,0.56551298
X221.06_2.396,1
X650.403_3.074,0.363753418
X476.24_2.164,0.021515259
X688.455_3.179,0.972339534
X123.079_4.851,0.662217932
X664.382_2.957,0.197324981
X787.668_3.596,0.56551298
X680.413_3.014,0.531227615
X622.372_3.037,0.773330004
X705.225_2.339,0.71407068
X166.087_0.522,0.885950969
X371.327_2.803,0.56551298
X652.418_3.02,0.476011067
X676.419_3.043,0.531227615
X682.363_3.329,0.001561584
X141.959_6.151,1
X153.041_0.412,0.56551298
X370.332_3.032,0.969532613
X277.216_3.018,0.531227615
X306.279_2.989,0.720685124
X518.322_2.93,0.870173625
X475.989_2.164,0.023076995
X705.141_2.339,0.56551298
X596.393_3.06,0.067160014
X652.418_3.078,0.450416842
X554.288_2.924,0.128404522
X103.956_5.227,0.56551298
X367.336_3.39,0.366243169
X662.402_3.017,1
X676.454_3.145,0.425600239
X440.359_2.985,1
X226.081_2.237,0.56551298
X718.429_3.009,0.56551298
X120.102_0.391,0.575833623
X103.956_4.386,0.773330004
X142.035_0.315,0.186987204
X482.361_2.958,0.006149937
X426.358_2.916,0.646477316
X119.049_2.77,0.56551298
X245.139_2.376,0.56551298
X149.082_4.735,0.914889721
X566.382_3.018,0.399473858
X285.217_3.322,0.645980665
X268.227_2.861,0.56551298
X682.429_3.009,0.032070163
X158.962_2.581,0.94339877
X142.948_0.306,1
X254.212_3.447,0.531227615
X289.014_2.395,1
X696.445_3.083,0.050560266
X638.366_2.95,0.217821491
X776.253_2.398,0.773330004
X732.444_2.968,0.96081925
X296.146_2.932,1
X720.445_3.09,0.070177874
X272.222_3.45,0.56551298
X293.211_2.931,0.075188975
X141.959_1.787,0.773330004
X141.959_1.904,0.659154813
X398.033_0.301,0.773330004
X230.176_2.586,1
X238.142_2.469,1
X534.286_3.175,0.531227615
X158.962_2.089,0.900044947
X141.959_1.562,0.879776699
X396.332_2.991,0.864465532
X594.341_2.975,0.21721127
X428.374_2.971,0.531227615
X652.419_3.146,0.56551298
X368.316_3.329,0.075188975
X141.959_1.379,0.605401179
X145.979_5.543,0.531227615
X303.232_3.023,0.873670428
X141.959_1.2,1
X720.444_3.034,0.680886284
X666.397_3.021,0.56551298
X251.037_0.329,0.396831039
X478.294_2.879,0.89724492
X141.959_1.295,0.995097368
X303.305_3.549,0.396831039
X114.092_2.075,0.945541672
X254.212_3.319,0.50442254
X141.959_1.101,0.56551298
X694.428_3.006,0.460467197
X632.393_3.152,0.752300772
X810.601_3.479,0.97650554
X186.15_2.46,0.679961153
X484.385_2.982,1
X708.409_2.912,0.207861984
X114.092_0.357,0.832318996
X150.059_0.3,0.276938046
X776.2_2.398,1
X245.175_3.33,0.56551298
X352.357_3.617,0.56551298
X819.378_2.399,0.756351542
X494.324_2.861,0.021515259
X141.959_5.867,1
X120.066_0.596,0.531227615
X108.045_2.395,0.949912751
X138.995_6.301,0.531227615
X307.083_0.407,0.140404393
X141.959_6.954,0.719413764
X114.092_2.178,1
X245.175_2.611,0.738273199
X114.092_6.756,0.531227615
X125.016_2.257,0.773330004
X114.092_0.768,0.945541672
X620.356_2.913,0.114638441
X293.284_3.393,0.56551298
X141.959_6.859,0.986924189
X212.165_2.546.1,0.487774609
X718.428_2.956,0.438477539
X867.458_2.398,0.885950969
X638.367_3.032,0.339434803
X141.959_1.053,0.94339877
X412.211_2.304,0.56551298
X564.331_3.008,0.156174742
X708.445_3.006,0.508644235
X626.366_2.922,0.955276678
X114.092_1.405,0.531227615
X694.428_2.938,0.830317812
X666.399_2.952,0.399473858
X439.121_2.673,0.56551298
X141.959_6.766,0.697155068
X114.092_1.255,0.56551298
X349.037_2.524,0.680886284
X444.369_2.876,0.97059527
X141.959_6.49,0.738273199
X141.959_0.99,1
X241.567_2.774,0.773330004
X107.061_4.811,0.449232293
X114.092_1.976,0.611277764
X114.092_1.058,0.396831039
X432.281_2.268,0.56551298
X716.45_3.129,0.870173625
X114.092_1.761,1
X818.59_3.473,0.713245849
X149.082_4.686,1
X388.306_2.704,0.396831039
X696.408_3.026,0.075188975
X441.136_2.721,0.876090374
X648.422_3.047,0.103530033
X690.434_3.14,0.3161161
X819.267_2.398,0.870173625
X267.207_3.326,0.645980665
X648.423_3.138,0.396831039
X192.125_4.795,0.56551298
X262.08_2.775,1
X708.408_2.952,0.738273199
X141.959_0.935,0.56551298
X403.175_2.708,0.56551298
X430.223_2.769,0.56551298
X367.335_3.542,0.531227615
X158.922_0.304,0.531227615
X283.019_0.327,0.026933768
X704.45_3.153,1
X856.569_3.369,0.664197996
X141.959_0.889,0.56551298
X170.154_3.216,0.747166004
X674.439_3.065,0.679961153
X703.575_5.592,0.563772616
X618.339_2.931,0.410930335
X788.544_3.358,0.812334608
X437.374_2.96,0.738273199
X736.439_3.019,0.56551298
X594.341_2.907,0.56551298
X776.306_2.398,1
X114.092_2.607,0.817057069
X634.372_2.992,0.19787905
X536.335_2.767,0.803431297
X828.538_3.267,0.087312207
X102.092_0.355,0.56551298
X277.216_2.857,0.276938046
X105.954_3.973,0.531227615
X306.279_3.212,1
X224.012_5.885,0.56551298
X760.475_3.131,0.044351413
X819.322_2.398,1
X289.945_0.301,0.396831039
X722.461_3.045,0.227842104
X678.397_2.979,0.043917338
X207.058_2.248,0.56551298
X596.335_2.935,0.816051868
X618.376_2.966,0.19787905
X169.978_2.574,0.531227615
X810.602_5.596,1
X351.253_2.927,0.202614965
X604.362_2.948,0.026933768
X552.33_2.721,0.828542615
X155.991_6.136,0.56551298
X732.445_3.025,0.738273199
X746.46_3.114,0.276938046
X353.232_2.525,0.473095324
X353.269_2.902,0.559037056
X130.534_5.957,1
X706.428_3.009,0.866081762
X155.991_6.367,0.98122687
X479.152_2.786,0.136106537
X748.439_2.944,0.396831039
X816.574_3.495,1
X114.092_2.659,0.736075843
X202.109_5.277,0.56551298
X105.954_4.375,0.773330004
X748.439_2.997,0.56551298
X263.08_2.779,0.531227615
X159.969_1.167,0.56551298
X487.105_2.774,1
X705.621_2.412,0.56551298
X224.012_6.219,0.56551298
X224.012_6.019,0.56551298
X340.321_3.334,1
X155.991_6.023,1
X224.012_6.146,0.56551298
X608.357_2.941,0.56551298
X224.012_6.302,0.56551298
X125.071_5.026,0.969532613
X159.969_1.264,0.56551298
X177.114_5.324,0.531227615
X311.222_2.694,0.328315546
X186.149_2.502,0.56551298
X445.303_2.334,0.56551298
X722.423_2.938,0.773330004
X538.351_2.803,0.56551298
X787.668_3.325,0.738273199
X170.154_3.329,0.69634793
X486.097_2.773,1
X811.309_2.773,0.56551298
X886.543_3.045,0.563939846
X253.009_0.331,0.56551298
X640.382_3.01,0.531227615
X858.584_3.362,0.531227615
X867.399_2.399,1
X399.089_2.527,0.659154813
X335.059_2.522,1
X686.439_3.122,0.085680971
X351.217_2.741,0.651303633
X648.388_2.997,0.339434803
X538.52_4.059,0.645623794
X722.423_3.028,0.396831039
X222.147_2.554,0.849288411
X918.533_2.981,0.531227615
X772.548_3.502,0.56551298
X102.092_0.611,0.264623438
X790.559_3.436,0.573364298
X552.331_2.608,0.972690972
X111.969_6.387,0.855923257
X764.434_2.913,0.197324981
X258.111_0.302,0.043438848
X662.404_3.01,0.314845116
X166.053_0.305,0.56551298
X382.295_2.86,0.531227615
X902.539_3.065,0.962629845
X512.416_3.112,0.56551298
X439.233_2.586,0.56551298
X128.018_0.336,0.109504995
X710.387_2.978,0.786955074
X724.403_2.913,0.328315546
X900.524_2.999,0.245323788
X155.991_6.411,0.930569235
X367.248_2.847,0.121550468
X123.045_0.997,0.56551298
X692.449_3.099,0.040678426
X130.534_6.034,1
X156.011_2.394,0.752239235
X102.092_0.892,0.56551298
X243.088_2.415,0.56551298
X108.069_4.991,0.823261748
X706.428_3.062,0.276938046
X816.574_3.35,0.96081925
X916.518_3.002,0.209081675
X138.996_6.048,0.56551298
X130.534_6.086,1
X870.549_3.151,0.56551298
X203.007_0.309,0.00194976
X131.975_2.015,0.56551298
X684.408_2.918,0.56551298
X662.403_3.098,0.531227615
X127.98_0.372,1
X229.144_2.812,0.573364298
X884.528_3.107,0.531227615
X704.449_3.104,0.531227615
X200.996_6.495,0.738273199
X774.564_3.587,0.473095324
X352.248_2.931,0.188896674
X154.991_6.397,1
X154.99_6.339,0.736075843
X154.99_6.076,1
X110.021_6.438,0.885950969
X643.138_2.521,1
X117.07_2.579,0.56551298
X307.004_2.393,1
X128.118_4.242,0.680886284
X788.616_3.614,0.531227615
X152.995_6.44,0.385306438
X788.616_3.75,0.531227615
X131.975_6.684,0.56551298
X134.045_0.307,0.56551298
X131.975_6.925,0.78001959
X200.996_6.552,0.816051868
X200.996_6.663,1
X776.359_2.398,0.995097368
X921.611_2.399,0.926761788
X200.996_6.608,0.738273199
X819.433_2.399,0.573364298
X129.066_4.445,0.56551298
X921.486_2.399,0.680886284
X152.995_5.959,0.637466212
X867.576_2.399,0.900044947
X111.969_6.564,0.56551298
X378.154_2.247,0.816051868
X867.34_2.399,0.896860074
X344.229_2.208,0.075188975
X819.489_2.399,0.953302528
X776.148_2.398,0.56551298
X114.092_0.517,0.56551298
X114.092_0.571,0.56551298
X121.064_5.008,0.478478578
X476.308_2.282,0.396831039
X819.211_2.398,0.762186676
X107.061_4.761,1
X114.092_0.429,0.823293082
X109.023_6.436,0.907102942
X114.092_0.859,0.847599718
X116.071_0.411,0.56551298
X111.969_6.705,0.56551298
X114.092_1.158,0.571478882
X114.092_1.494,1
X278.095_2.623,0.396831039
X921.674_2.399,0.773330004
X109.023_6.291,0.531227615
X118.087_0.476,0.56551298
X118.087_0.407,0.56551298
X806.57_3.909,0.752300772
X336.326_3.423,0.56551298
X782.569_3.961,0.874266822
X372.244_2.75,0.407153547
X830.569_3.703,1
X326.378_2.99,0.738273199
X782.57_4.015,0.738273199
X834.601_4.341,0.803431297
X358.228_2.703,0.276938046
X764.522_3.72,0.870173625
X304.3_2.835,0.668106479
X760.586_5.601,0.56551298
X790.537_3.814,0.773330004
X758.569_4.093,0.773330004
X748.527_3.807,1
X834.601_4.227,1
X792.554_3.915,0.56551298
X516.3_2.571,0.531227615
X344.213_2.654,0.276938046
X424.342_2.865,0.738273199
X788.521_3.624,0.56551298
X498.289_2.582,0.531227615
X530.289_2.929,0.489387099
X832.584_3.929,0.816051868
X528.309_2.923,0.984548532
X329.248_3.235,0.390354837
X328.321_3.281,0.738273199
X768.553_4.057,1
X766.537_3.827,0.56551298
X734.57_5.605,0.984548532
X572.372_2.972,0.207187964
X305.248_3.26,0.450671266
X838.559_3.337,0.56551298
X438.298_2.957,0.058161987
X480.279_2.556,0.396831039
X814.559_3.371,0.919671372
X834.603_5.596,0.56551298
X300.29_3.145,0.56551298
X1047.735_3.044,0.197324981
X854.554_3.249,0.919671372
X480.345_2.967,0.043438848
X1111.672_2.893,0.128404522
X533.327_2.58,0.396831039
X570.283_2.981,0.344576034
X1087.672_2.892,0.042119804
X530.325_2.96,0.31423265
X768.553_4.007,0.56551298
X548.372_2.99,0.043438848
X256.227_3.318,0.972690972
X572.335_2.938,0.729655286
X728.486_3.279,0.773330004
X792.553_3.906,0.531227615
X703.574_4.023,1
X1135.672_2.89,0.018015496
X838.558_3.365,0.56551298
X620.437_2.993,0.738273199
X480.279_2.514,0.276938046
X448.342_2.867,0.128404522
X854.554_3.321,0.645623794
X731.607_5.593,0.56551298
X546.356_2.933,0.276938046
X576.411_2.999,0.634958177
X256.191_2.844,1
X462.268_2.583,0.396831039
X532.385_3.004,0.68319752
X240.116_2.324,0.995097368
X766.537_3.889,0.56551298
X852.537_3.277,0.531227615
X822.564_3.588,0.896860074
X664.463_2.992,0.853095191
X822.564_3.498,0.755321163
X558.319_3.013,0.56551298
X768.553_4.193,0.531227615
X870.548_3.337,1
X784.584_4.252,0.56551298
X415.14_2.768,0.601703721
X1093.625_2.886,0.024985466
X880.569_3.352,0.531227615
X226.1_2.274,0.90678281
X608.227_2.768,0.56551298
X516.39_3.018,0.276938046
X708.489_2.982,0.56551298
X364.252_2.923,0.866973307
X464.314_2.993,0.021515259
X1017.688_2.946,0.56551298
X1069.624_2.889,0.167331639
X560.416_3.006,0.56551298
X377.195_2.868,0.995097368
X300.29_2.788,0.531227615
X1063.674_2.914,0.021515259
X714.471_3.247,1
X375.21_2.633,0.071703062
X466.329_3.071,1
X604.442_3.001,0.796036971
X122.072_3.63,0.71165193
X472.363_3.023,0.520275518
X538.388_3.104,0.531227615
X488.359_3.01,0.738273199
X866.59_3.576,0.892153622
X898.58_3.268,0.551598097
X385.274_2.874,0.093112778
X820.548_3.485,0.56551298
X766.501_3.29,0.531227615
X184.073_2.885,0.279457945
X319.299_3.424,1
X327.232_3.01,0.68319752
X385.165_2.771,1
X149.082_4.534,0.830228498
X809.588_4.195,0.56551298
X550.388_3.072,0.143718364
X1051.578_2.882,0.197324981
X874.579_3.377,0.531227615
X506.288_2.93,0.773330004
X610.373_3.02,0.834665487
X756.553_3.87,0.56551298
X780.552_3.412,0.56551298
X874.579_3.277,0.829083409
X822.564_3.632,1
X752.515_2.977,0.634958177
X842.589_3.585,0.719413764
X852.538_3.349,0.573364298
X842.589_3.52,1
X814.559_3.275,0.995097368
X836.543_3.281,1
X1049.619_2.93,0.56551298
X186.222_2.554,0.531227615
X149.082_4.366,1
X846.547_3.178,1
X836.543_3.349,0.56551298
X862.559_3.343,0.914889721
X171.15_2.504,0.605590973
X846.549_3.324,1
X648.468_2.995,0.710185969
X828.537_3.338,0.56551298
X518.325_2.837,0.56551298
X754.501_3.331,0.866831735
X149.082_4.427,1
X866.59_3.462,0.56551298
X456.405_3.065,0.56551298
X149.082_4.314,1
X548.335_2.94,0.276938046
X898.58_3.329,0.276938046
X120.066_0.547,0.784680844
X1045.625_2.888,0.103157988
X798.563_3.515,0.808423038
X798.563_3.548,0.752239235
X638.403_2.987,0.026933768
X172.977_0.472,1
X828.551_3.874,0.738273199
X546.353_3.044,0.531227615
X844.546_3.366,1
X850.595_3.651,0.747166004
X584.335_2.79,0.705112976
X117.103_0.539,0.962629845
X305.133_2.339,0.168098169
X444.332_3.016,0.789903437
X858.584_3.285,1
X590.322_2.887,0.143718364
X820.548_3.59,1
X371.316_3.611,0.773330004
X161.092_0.327,1
X257.223_2.565,1
X312.633_2.891,0.153586247
X780.517_3.358,0.318012413
X149.082_4.27,0.531227615
X880.569_3.302,0.573364298
X372.311_2.807,1
X866.59_3.505,0.697155068
X812.542_3.314,0.276938046
X848.579_3.592,0.531227615
X812.542_3.362,0.973784807
X744.481_3.262,0.803431297
X850.595_3.71,0.276938046
X454.389_3,0.56551298
X878.553_3.259,0.56551298
X692.494_2.991,0.396831039
X884.595_2.977,0.97650554
X862.558_3.288,0.56551298
X708.511_4.934,0.563939846
X129.066_4.228,0.531227615
X874.58_3.338,0.60156314
X115.087_0.54,0.074476816
X646.408_3.15,0.56551298
X796.547_3.473,0.56551298
X862.558_3.346,0.900044947
X879.255_2.556,0.816051868
X710.394_3.333,0.56551298
X249.112_2.768,0.56551298
X726.47_3.203,0.531227615
X866.59_3.69,0.531227615
X307.173_2.826,0.949912751
X297.146_2.932,0.632376216
X427.741_2.879,0.773330004
X896.564_3.284,0.72334368
X1005.687_3.04,0.531227615
X184.073_2.94,0.531227615
X559.385_2.999,0.399473858
X634.408_3.14,0.56551298
X879.004_2.556,0.832318996
X131.975_6.769,1
X131.975_6.581,0.56551298
X650.404_3.146,0.531227615
X159.969_6.74,0.56551298
X686.439_3.257,0.56551298
X798.563_3.612,1
X898.579_3.362,0.56551298
X700.454_3.163,0.964131167
X736.52_2.985,0.56551298
X468.309_2.821,0.023076995
X796.512_3.324,0.54263867
X668.414_2.975,0.133294881
X716.485_3.266,0.984548532
X796.512_3.283,0.504356097
X343.227_2.907,0.56551298
X736.476_3.119,0.276392952
X796.547_3.404,0.56551298
X812.506_3.308,0.531227615
X890.575_3.213,0.56551298
X337.274_3.164,0.56551298
X798.563_3.38,0.866831735
X111.044_2.768,0.56551298
X361.274_3.162,0.264623438
X566.322_2.893,0.276938046
X820.549_3.427,0.56551298
X798.526_3.347,0.396831039
X317.66_2.931,0.773330004
X361.274_3.093,0.531227615
X524.299_2.93,0.128404522
X798.527_3.266,0.24588573
X452.277_2.851,0.611526201
X228.097_2.276,0.900044947
X756.551_5.548,0.56551298
X339.289_3.256,0.816051868
X542.288_2.784,0.396831039
X814.522_3.363,0.645623794
X319.227_3.081,0.679961153
X364.358_3.275,0.738273199
X604.362_3.028,0.276938046
X796.542_2.973,0.580047608
X291.61_2.879,0.56551298
X110.519_6.184,0.56551298
X710.461_3.089,0.043438848
X780.517_3.481,0.56551298
X552.403_3.173,0.56551298
X275.273_3.395,0.56551298
X814.521_3.283,0.473095324
X560.335_2.774,0.628832592
X558.283_2.723,0.245323788
X396.232_2.701,0.56551298
X824.542_3.528,0.773330004
X818.589_3.52,0.773330004
X600.33_2.731,0.197324981
X756.516_3.371,0.56551298
X136.076_0.402,0.531227615
X428.338_3.022,0.747166004
X177.131_2.673,1
X930.57_3.138,0.855923257
X838.522_3.329,0.56551298
X357.302_5.595,0.56551298
X321.893_0.303,1
X524.278_2.709,0.56551298
X538.282_2.586,0.56551298
X202.109_4.475,0.972339534
X115.965_6.382,0.738273199
X357.3_3.267,1
X468.309_2.976,0.093112778
X251.037_0.323,0.043438848
X111.092_4.28,0.864465532
X111.092_4.227,1
X111.092_3.973,0.94339877
X111.092_4.073,0.56551298
X217.12_4.595,0.56551298
X138.103_4.297,0.88097162
X128.118_3.817,0.396831039
X128.118_3.726,0.816051868
X128.118_3.774,0.56551298
X138.103_4.042,0.705112976
X122.072_3.691,0.54020422
X122.072_3.757,0.56551298
X192.125_4.643,0.56551298
X200.996_6.431,0.56551298
X211.001_2.403,1
X122.964_5.935,1
X129.066_3.853,0.531227615
X129.066_3.792,0.531227615
X759.637_3.774,0.56551298
X112.087_4.226,0.531227615
X111.092_4.434,1
X112.087_3.966,0.508644235
X151.098_4.037,0.56551298
X151.098_3.979,0.605401179
X328.916_5.87,1
X153.114_3.626,0.56551298
X921.548_2.4,1
X921.736_2.399,0.962629845
X819.155_2.399,0.920807801
X158.986_5.846,0.56551298
X777.095_2.39,0.864465532
X867.517_2.399,0.789903437
X983.051_2.4,0.56551298
X867.281_2.399,0.972690972
X810.601_3.669,0.802846541
X165.114_3.905,0.680886284
X150.103_5.311,0.396831039
X192.124_4.305,0.56551298
X158.986_5.991,0.866831735
X136.087_3.719,0.705112976
X136.087_3.922,0.864064214
X776.095_2.398,1
X181.989_5.768,0.738273199
X737.441_2.398,0.94339877
X867.634_2.399,0.792475555
X137.082_3.903,0.667875346
X836.615_3.427,0.56551298
X737.491_2.399,1
X152.995_5.808,0.773330004
X137.988_5.759,0.56551298
X180.022_5.741,1
X128.951_5.843,1
X213.983_5.986,1
X112.087_5.529,0.866831735
X102.092_0.5,0.738273199
X151.098_5.54,0.900044947
X102.092_0.665,0.864465532
X185.115_2.424,0.56551298
X102.092_0.844,0.56551298
X143.107_0.379,0.595446171
X143.107_0.575,0.623509081
X388.255_2.24,0.273497941
X304.892_6.018,0.56551298
X145.979_4.183,0.56551298
X199.17_0.391,1
X123.044_2.031,1
X100.076_2.07,0.56551298
X199.17_0.44,0.738273199
X100.076_0.584,0.953302528
X109.102_0.994,0.56551298
X199.17_0.612,0.870173625
X143.04_6.076,0.738273199
X159.065_1.147,0.56551298
X109.102_1.532,0.59948246
X109.102_1.852,0.56551298
X185.154_0.582,0.624514517
X100.076_1.157,1
X141.091_1.354,0.043438848
X199.17_0.961,0.816051868
X109.102_1.247,0.736075843
X127.039_0.656,0.56551298
X136.076_0.419,0.56551298
X199.17_0.757,0.912668216
X100.076_1.227,0.56551298
X199.17_1.061,0.850331967
X100.076_1.335,1
X141.091_2.064,0.816051868
X141.091_1.54,1
X141.091_1.257,0.56551298
X135.079_5.134,0.881547497
X185.154_0.732,0.731418911
X127.076_1.913,0.56551298
X127.076_1.547,0.56551298
X127.076_1.87,0.197324981
X515.359_3.003,0.531227615
X471.332_3.009,0.56551298
X603.411_2.992,0.425600239
X647.437_2.988,0.450759305
X427.305_3.019,0.197324981
X691.463_2.982,0.56551298
X113.964_6.036,0.738273199
X466.25_2.226,0.264623438
X383.279_3.023,0.128404522
X400.306_3.024,0.043917338
X380.993_2.164,0.128404522
X840.568_2.972,0.995097368
X112.087_4.125,0.396831039
X735.49_2.978,0.679961153
X458.23_2.165,0.56551298
X166.087_0.465,1
X669.418_2.994,0.773330004
X706.399_2.251,0.407280354
X455.725_2.239,0.264623438
X493.314_3.018,0.026933768
X449.738_2.229,0.106545955
X779.515_2.977,0.366243169
X537.34_3.012,0.637430139
X426.484_2.164,0.508644235
X713.445_2.982,0.531227615
X510.584_2.174,0.56551298
X389.698_2.213,0.56551298
X443.633_2.199,0.56551298
X757.47_2.982,0.56551298
X554.176_3.481,0.531227615
X420.899_2.103,0.449232293
X636.064_2.371,0.56551298
X436.472_2.165,0.531227615
X830.553_3.41,0.396831039
X153.114_3.835,1
X449.288_3.027,0.19787905
X473.328_2.96,0.842972831
X495.341_2.956,0.56551298
X397.219_2.065,0.56551298
X356.279_3.026,0.024318591
X400.97_2.127,0.56551298
X636.387_3.051,0.531227615
X635.813_2.371,1
X856.568_3.284,1
X801.497_2.976,0.56551298
X517.354_2.953,1
X153.114_3.731,0.56551298
X309.242_3.027,0.68319752
X153.114_3.582,0.573364298
X220.098_2.367,0.397495296
X928.62_2.962,0.56551298
X823.541_2.973,0.531227615
X705.308_2.339,0.56551298
X415.212_2.834,0.520275518
X641.365_3.006,0.645980665
X650.978_2.339,0.789903437
X605.352_2.287,0.773330004
X651.054_2.339,0.56551298
X808.569_3.104,1
X705.058_2.339,0.789903437
X774.527_3.285,0.197324981
X685.391_3.001,1
X405.262_3.019,0.789903437
X854.553_3.251,1
X651.132_2.339,0.773330004
X882.585_3.363,0.794933333
X347.124_2.293,0.56551298
