filename,MouseID,Treatmentgroup,DPI,organ,well_position,plate,mass_all
X699_Group9_142dpi_RV_bottom_209_G_E1_P140.mzXML,699,combo,142dpi,RV_bottom,E1,P140,0.002496261
X699_Group9_142dpi_RV_top_209_G_E1_P136.mzXML,699,combo,142dpi,RV_top,E1,P136,0.002975035
X700_Group9_142dpi_LA_210_G_E2_P120.mzXML,700,combo,142dpi,LA,E2,P120,0.016097171
X700_Group9_142dpi_LV_bottom_210_G_E2_P132.mzXML,700,combo,142dpi,LV_bottom,E2,P132,0.006146655
X700_Group9_142dpi_LV_top_210_G_E2_P128.mzXML,700,combo,142dpi,LV_top,E2,P128,0.06150337
X700_Group9_142dpi_RA_210_G_E2_P124.mzXML,700,combo,142dpi,RA,E2,P124,0.023922882
X700_Group9_142dpi_RV_bottom_210_G_E2_P140.mzXML,700,combo,142dpi,RV_bottom,E2,P140,0.003210646
X700_Group9_142dpi_RV_top_210_G_E2_P136.mzXML,700,combo,142dpi,RV_top,E2,P136,0.001997111
X716_Group15_142dpi_LA_216_G_E8_P120.mzXML,716,BNZ,142dpi,LA,E8,P120,0.001828915
X716_Group15_142dpi_LV_bottom_216_G_E8_P132.mzXML,716,BNZ,142dpi,LV_bottom,E8,P132,0.005855109
X716_Group15_142dpi_LV_top_216_G_E8_P128.mzXML,716,BNZ,142dpi,LV_top,E8,P128,0.041335689
X716_Group15_142dpi_RA_216_G_E8_P124.mzXML,716,BNZ,142dpi,RA,E8,P124,0.012525245
X716_Group15_142dpi_RV_bottom_216_G_E8_P140.mzXML,716,BNZ,142dpi,RV_bottom,E8,P140,0.020100872
X716_Group15_142dpi_RV_top_216_G_E8_P136.mzXML,716,BNZ,142dpi,RV_top,E8,P136,0.001821515
X717_Group15_142dpi_LA_217_G_E9_P120.mzXML,717,BNZ,142dpi,LA,E9,P120,0.00290462
X717_Group15_142dpi_LV_bottom_217_G_E9_P132.mzXML,717,BNZ,142dpi,LV_bottom,E9,P132,0.004223631
X717_Group15_142dpi_LV_top_217_G_E9_P128.mzXML,717,BNZ,142dpi,LV_top,E9,P128,0.03334446
X717_Group15_142dpi_RA_217_G_E9_P124.mzXML,717,BNZ,142dpi,RA,E9,P124,0.011279729
X717_Group15_142dpi_RV_bottom_217_G_E9_P140.mzXML,717,BNZ,142dpi,RV_bottom,E9,P140,0.002819224
X717_Group15_142dpi_RV_top_217_G_E9_P136.mzXML,717,BNZ,142dpi,RV_top,E9,P136,0.002651461
X718_Group15_142dpi_LA_218_G_E10_P120.mzXML,718,BNZ,142dpi,LA,E10,P120,0.004646422
X718_Group15_142dpi_LV_bottom_218_G_E10_P132.mzXML,718,BNZ,142dpi,LV_bottom,E10,P132,0.008935213
X718_Group15_142dpi_LV_top_218_G_E10_P128.mzXML,718,BNZ,142dpi,LV_top,E10,P128,0.030265457
X718_Group15_142dpi_RA_218_G_E10_P124.mzXML,718,BNZ,142dpi,RA,E10,P124,0.009692257
X718_Group15_142dpi_RV_bottom_218_G_E10_P140.mzXML,718,BNZ,142dpi,RV_bottom,E10,P140,0.005189302
X718_Group15_142dpi_RV_top_218_G_E10_P136.mzXML,718,BNZ,142dpi,RV_top,E10,P136,0.00246789
X719_Group15_142dpi_LA_219_G_E11_P120.mzXML,719,BNZ,142dpi,LA,E11,P120,0.00482692
X719_Group15_142dpi_LV_bottom_219_G_E11_P132.mzXML,719,BNZ,142dpi,LV_bottom,E11,P132,0.0050399
X719_Group15_142dpi_LV_top_219_G_E11_P128.mzXML,719,BNZ,142dpi,LV_top,E11,P128,0.026063018
X719_Group15_142dpi_RA_219_G_E11_P124.mzXML,719,BNZ,142dpi,RA,E11,P124,0.028975726
X719_Group15_142dpi_RV_bottom_219_G_E11_P140.mzXML,719,BNZ,142dpi,RV_bottom,E11,P140,0.002125899
X719_Group15_142dpi_RV_top_219_G_E11_P136.mzXML,719,BNZ,142dpi,RV_top,E11,P136,0.004004067
X720_Group15_142dpi_LA_220_G_E12_P120.mzXML,720,BNZ,142dpi,LA,E12,P120,0.002375364
X720_Group15_142dpi_LV_bottom_220_G_E12_P132.mzXML,720,BNZ,142dpi,LV_bottom,E12,P132,0.006979578
X720_Group15_142dpi_LV_top_220_G_E12_P128.mzXML,720,BNZ,142dpi,LV_top,E12,P128,0.036345624
X720_Group15_142dpi_RA_220_G_E12_P124.mzXML,720,BNZ,142dpi,RA,E12,P124,0.020458592
X720_Group15_142dpi_RV_bottom_220_G_E12_P140.mzXML,720,BNZ,142dpi,RV_bottom,E12,P140,0.003188593
X720_Group15_142dpi_RV_top_220_G_E12_P136.mzXML,720,BNZ,142dpi,RV_top,E12,P136,0.006146909
X751_Group3E_142dpi_LA_226_G_F6_P120.mzXML,751,infected,142dpi,LA,F6,P120,0.004655486
X751_Group3E_142dpi_LV_bottom_226_G_F6_P132.mzXML,751,infected,142dpi,LV_bottom,F6,P132,0.006157217
X751_Group3E_142dpi_LV_top_226_G_F6_P128.mzXML,751,infected,142dpi,LV_top,F6,P128,0.037162189
X751_Group3E_142dpi_RA_226_G_F6_P124.mzXML,751,infected,142dpi,RA,F6,P124,0.029989877
X751_Group3E_142dpi_RV_bottom_226_G_F6_P140.mzXML,751,infected,142dpi,RV_bottom,F6,P140,0.002608296
X751_Group3E_142dpi_RV_top_226_G_F6_P136.mzXML,751,infected,142dpi,RV_top,F6,P136,0.014378004
X752_Group3E_142dpi_LA_227_G_F7_P120.mzXML,752,infected,142dpi,LA,F7,P120,0.00502175
X752_Group3E_142dpi_LV_bottom_227_G_F7_P132.mzXML,752,infected,142dpi,LV_bottom,F7,P132,0.005455434
X752_Group3E_142dpi_LV_top_227_G_F7_P128.mzXML,752,infected,142dpi,LV_top,F7,P128,0.043278616
X752_Group3E_142dpi_RA_227_G_F7_P124.mzXML,752,infected,142dpi,RA,F7,P124,0.011123576
X752_Group3E_142dpi_RV_bottom_227_G_F7_P140.mzXML,752,infected,142dpi,RV_bottom,F7,P140,0.002428741
X752_Group3E_142dpi_RV_top_227_G_F7_P136.mzXML,752,infected,142dpi,RV_top,F7,P136,0.005315411
X753_Group3E_142dpi_LA_228_G_F8_P120.mzXML,753,infected,142dpi,LA,F8,P120,0.001477995
X753_Group3E_142dpi_LV_bottom_228_G_F8_P132.mzXML,753,infected,142dpi,LV_bottom,F8,P132,0.005783721
X753_Group3E_142dpi_LV_top_228_G_F8_P128.mzXML,753,infected,142dpi,LV_top,F8,P128,0.047497237
X753_Group3E_142dpi_RA_228_G_F8_P124.mzXML,753,infected,142dpi,RA,F8,P124,0.011286154
X753_Group3E_142dpi_RV_bottom_228_G_F8_P140.mzXML,753,infected,142dpi,RV_bottom,F8,P140,0.004356311
X753_Group3E_142dpi_RV_top_228_G_F8_P136.mzXML,753,infected,142dpi,RV_top,F8,P136,0.008685195
X754_Group3E_142dpi_LA_229_G_F9_P120.mzXML,754,infected,142dpi,LA,F9,P120,0.002140899
X754_Group3E_142dpi_LV_bottom_229_G_F9_P132.mzXML,754,infected,142dpi,LV_bottom,F9,P132,0.004155241
X754_Group3E_142dpi_LV_top_229_G_F9_P128.mzXML,754,infected,142dpi,LV_top,F9,P128,0.029693167
X754_Group3E_142dpi_RA_229_G_F9_P124.mzXML,754,infected,142dpi,RA,F9,P124,0.007769338
X754_Group3E_142dpi_RV_bottom_229_G_F9_P140.mzXML,754,infected,142dpi,RV_bottom,F9,P140,0.003297955
X754_Group3E_142dpi_RV_top_229_G_F9_P136.mzXML,754,infected,142dpi,RV_top,F9,P136,0.002584994
X755_Group3E_142dpi_LA_230_G_F10_P120.mzXML,755,infected,142dpi,LA,F10,P120,0.002283055
X755_Group3E_142dpi_LV_bottom_230_G_F10_P132.mzXML,755,infected,142dpi,LV_bottom,F10,P132,0.00430859
X755_Group3E_142dpi_LV_top_230_G_F10_P128.mzXML,755,infected,142dpi,LV_top,F10,P128,0.021753862
X755_Group3E_142dpi_RA_230_G_F10_P124.mzXML,755,infected,142dpi,RA,F10,P124,0.014289985
X755_Group3E_142dpi_RV_bottom_230_G_F10_P140.mzXML,755,infected,142dpi,RV_bottom,F10,P140,0.011382595
X755_Group3E_142dpi_RV_top_230_G_F10_P136.mzXML,755,infected,142dpi,RV_top,F10,P136,0.002506962
X781_Group9_142dpi_LA_231_G_F11_P120.mzXML,781,combo,142dpi,LA,F11,P120,0.004002409
X781_Group9_142dpi_LV_bottom_231_G_F11_P132.mzXML,781,combo,142dpi,LV_bottom,F11,P132,0.003725246
X781_Group9_142dpi_LV_top_231_G_F11_P128.mzXML,781,combo,142dpi,LV_top,F11,P128,0.007960063
X781_Group9_142dpi_RA_231_G_F11_P124.mzXML,781,combo,142dpi,RA,F11,P124,0.02589274
X781_Group9_142dpi_RV_bottom_231_G_F11_P140.mzXML,781,combo,142dpi,RV_bottom,F11,P140,0.002969409
X781_Group9_142dpi_RV_top_231_G_F11_P136.mzXML,781,combo,142dpi,RV_top,F11,P136,0.003369092
X782_Group9_142dpi_LA_232_G_F12_P120.mzXML,782,combo,142dpi,LA,F12,P120,0.002132354
X782_Group9_142dpi_LV_bottom_232_G_F12_P132.mzXML,782,combo,142dpi,LV_bottom,F12,P132,0.005499515
X782_Group9_142dpi_LV_top_232_G_F12_P128.mzXML,782,combo,142dpi,LV_top,F12,P128,0.010905303
X782_Group9_142dpi_RA_232_G_F12_P124.mzXML,782,combo,142dpi,RA,F12,P124,0.011306091
X782_Group9_142dpi_RV_bottom_232_G_F12_P140.mzXML,782,combo,142dpi,RV_bottom,F12,P140,0.004641831
X782_Group9_142dpi_RV_top_232_G_F12_P136.mzXML,782,combo,142dpi,RV_top,F12,P136,0.003549987
X783_Group9_142dpi_LA_233_G_G1_P120.mzXML,783,combo,142dpi,LA,G1,P120,0.003609732
X783_Group9_142dpi_LV_bottom_233_G_G1_P132.mzXML,783,combo,142dpi,LV_bottom,G1,P132,0.008294173
X783_Group9_142dpi_LV_top_233_G_G1_P128.mzXML,783,combo,142dpi,LV_top,G1,P128,0.017630556
X783_Group9_142dpi_RA_233_G_G1_P124.mzXML,783,combo,142dpi,RA,G1,P124,0.017605146
X783_Group9_142dpi_RV_bottom_233_G_G1_P140.mzXML,783,combo,142dpi,RV_bottom,G1,P140,0.003279013
X783_Group9_142dpi_RV_top_233_G_G1_P136.mzXML,783,combo,142dpi,RV_top,G1,P136,0.003844075
X784_Group9_142dpi_LA_234_G_G2_P120.mzXML,784,combo,142dpi,LA,G2,P120,0.002020705
X784_Group9_142dpi_LV_bottom_234_G_G2_P132.mzXML,784,combo,142dpi,LV_bottom,G2,P132,0.006914196
X784_Group9_142dpi_LV_top_234_G_G2_P128.mzXML,784,combo,142dpi,LV_top,G2,P128,0.043847868
X784_Group9_142dpi_RA_234_G_G2_P124.mzXML,784,combo,142dpi,RA,G2,P124,0.028363157
X784_Group9_142dpi_RV_bottom_234_G_G2_P140.mzXML,784,combo,142dpi,RV_bottom,G2,P140,0.002298507
X784_Group9_142dpi_RV_top_234_G_G2_P136.mzXML,784,combo,142dpi,RV_top,G2,P136,0.004016784
X785_Group9_142dpi_LA_235_G_G3_P120.mzXML,785,combo,142dpi,LA,G3,P120,0.011451968
X785_Group9_142dpi_LV_bottom_235_G_G3_P132.mzXML,785,combo,142dpi,LV_bottom,G3,P132,0.007851367
X785_Group9_142dpi_LV_top_235_G_G3_P128.mzXML,785,combo,142dpi,LV_top,G3,P128,0.061710696
X785_Group9_142dpi_RA_235_G_G3_P124.mzXML,785,combo,142dpi,RA,G3,P124,0.006301048
X785_Group9_142dpi_RV_bottom_235_G_G3_P140.mzXML,785,combo,142dpi,RV_bottom,G3,P140,0.003531784
X785_Group9_142dpi_RV_top_235_G_G3_P136.mzXML,785,combo,142dpi,RV_top,G3,P136,0.006892008
X801_Group15_142dpi_LA_241_G_G9_P120.mzXML,801,BNZ,142dpi,LA,G9,P120,0.003459682
X801_Group15_142dpi_LV_bottom_241_G_G9_P132.mzXML,801,BNZ,142dpi,LV_bottom,G9,P132,0.004656268
X801_Group15_142dpi_LV_top_241_G_G9_P128.mzXML,801,BNZ,142dpi,LV_top,G9,P128,0.022661144
X801_Group15_142dpi_RA_241_G_G9_P124.mzXML,801,BNZ,142dpi,RA,G9,P124,0.008318067
X801_Group15_142dpi_RV_bottom_241_G_G9_P140.mzXML,801,BNZ,142dpi,RV_bottom,G9,P140,0.002715853
X801_Group15_142dpi_RV_top_241_G_G9_P136.mzXML,801,BNZ,142dpi,RV_top,G9,P136,0.003001575
X802_Group15_142dpi_LA_242_G_G10_P120.mzXML,802,BNZ,142dpi,LA,G10,P120,0.006895801
X802_Group15_142dpi_LV_bottom_242_G_G10_P132.mzXML,802,BNZ,142dpi,LV_bottom,G10,P132,0.004161563
X802_Group15_142dpi_LV_top_242_G_G10_P128.mzXML,802,BNZ,142dpi,LV_top,G10,P128,0.030238334
X802_Group15_142dpi_RA_242_G_G10_P124.mzXML,802,BNZ,142dpi,RA,G10,P124,0.003418519
X802_Group15_142dpi_RV_bottom_242_G_G10_P140.mzXML,802,BNZ,142dpi,RV_bottom,G10,P140,0.003929202
X802_Group15_142dpi_RV_top_242_G_G10_P136.mzXML,802,BNZ,142dpi,RV_top,G10,P136,0.003041338
X803_Group15_142dpi_LA_243_G_G11_P120.mzXML,803,BNZ,142dpi,LA,G11,P120,0.006184428
X803_Group15_142dpi_LV_bottom_243_G_G11_P132.mzXML,803,BNZ,142dpi,LV_bottom,G11,P132,0.00106272
X803_Group15_142dpi_LV_top_243_G_G11_P128.mzXML,803,BNZ,142dpi,LV_top,G11,P128,0.032408744
X803_Group15_142dpi_RA_243_G_G11_P124.mzXML,803,BNZ,142dpi,RA,G11,P124,0.014548622
X803_Group15_142dpi_RV_bottom_243_G_G11_P140.mzXML,803,BNZ,142dpi,RV_bottom,G11,P140,0.003132206
X803_Group15_142dpi_RV_top_243_G_G11_P136.mzXML,803,BNZ,142dpi,RV_top,G11,P136,0.003334539
X804_Group15_142dpi_LA_244_G_G12_P120.mzXML,804,BNZ,142dpi,LA,G12,P120,0.003144846
X804_Group15_142dpi_LV_bottom_244_G_G12_P132.mzXML,804,BNZ,142dpi,LV_bottom,G12,P132,0.004613702
X804_Group15_142dpi_LV_top_244_G_G12_P128.mzXML,804,BNZ,142dpi,LV_top,G12,P128,0.029694491
X804_Group15_142dpi_RA_244_G_G12_P124.mzXML,804,BNZ,142dpi,RA,G12,P124,0.004245011
X804_Group15_142dpi_RV_bottom_244_G_G12_P140.mzXML,804,BNZ,142dpi,RV_bottom,G12,P140,0.003385895
X804_Group15_142dpi_RV_top_244_G_G12_P136.mzXML,804,BNZ,142dpi,RV_top,G12,P136,0.008103108
X805_Group15_142dpi_LA_245_G_H1_P120.mzXML,805,BNZ,142dpi,LA,H1,P120,0.002589915
X805_Group15_142dpi_LV_bottom_245_G_H1_P132.mzXML,805,BNZ,142dpi,LV_bottom,H1,P132,0.006017153
X805_Group15_142dpi_LV_top_245_G_H1_P128.mzXML,805,BNZ,142dpi,LV_top,H1,P128,0.055323695
X805_Group15_142dpi_RA_245_G_H1_P124.mzXML,805,BNZ,142dpi,RA,H1,P124,0.006573231
X805_Group15_142dpi_RV_bottom_245_G_H1_P140.mzXML,805,BNZ,142dpi,RV_bottom,H1,P140,0.003764162
X805_Group15_142dpi_RV_top_245_G_H1_P136.mzXML,805,BNZ,142dpi,RV_top,H1,P136,0.004797025
